event_id,date,city,zone,raw_text,trigger_label,confidence,is_disruption,mm_rainfall,window_start,window_end
EVT014623,2025-10-24,Bengaluru,Indiranagar,"ndma emergency advisory water entering shops, this has turned severe very quickly service uotage risk is high looks worse on ground than the alert text suggests",extreme_rain,0.9,1,101.83,18:00,19:00
EVT011553,2025-08-07,Bengaluru,Indiranagar,"cloudy sky, no flooding reported in the area for this slot temperature is high though still workable very hot, still not enough to disrupt the shift",normal,0.92,0,0.12,06:00,07:00
EVT001698,2025-12-29,Chennai,Anna Nagar,heat is there but still manageable on bike for this slot,normal,0.92,0,1.61,06:00,07:00
EVT011467,2025-07-10,Chennai,Urapakkam,chennai ops update heat is there but still manageable on bike,normal,0.92,0,1.3,18:00,19:00
EVT008369,2025-11-13,Bengaluru,Koramangala,bengaluru ops update heat is there but still manageable on bike at the moment,normal,0.92,0,1.9,12:00,13:00
EVT013940,2025-10-16,Chennai,Kathankulathur,"customers think the app is down but the main issue is outside, waterlogging in Kathankulathur steady downpour, hard to ocmplete orders",heavy_rain,0.88,1,44.48,18:00,19:00
EVT003078,2025-07-27,Mumbai,Dadar,morning run roads are moving fine and orders are normal at the moment heard rain in another mumbai area but not here,heavy_rain,0.49,1,1.47,06:00,07:00
EVT004112,2025-11-10,Mumbai,Powai,delivery status people keep saying rain issue but this pocket is functioning right now,normal,0.92,0,1.96,18:00,19:00
EVT008396,2025-11-03,Bengaluru,Marathahalli,imd note heat is there but still manageable on bike right now,normal,0.92,0,1.15,06:00,07:00
EVT006673,2025-08-04,Kolkata,Howrah,Howrah side roads are moving fine and orders are normal at the moment,normal,0.92,0,0.95,18:00,19:00
EVT008455,2025-09-07,Kolkata,Howrah,imd note heat is there but still manageable on bike right now,normal,0.92,0,0.38,06:00,07:00
EVT014064,2025-08-21,Mumbai,Vashi,"maybe not cyclone grade yet, rider update streets are shiny with water and the next run feels risky",heavy_rain,0.82,1,27.14,12:00,13:00
EVT013604,2025-09-06,Kolkata,Sealdah,"hard to tell if this becomes severe, waterlogging in Sealdah steady downpour, hard to complete orders orders are moving slower than usual",heavy_rain,0.81,1,38.76,12:00,13:00
EVT008510,2025-07-12,Mumbai,Thane,"delivery status traffic is moderate, weather is okay right now very hot, still not enough to disrupt the shift",normal,0.92,0,0.09,06:00,07:00
EVT000477,2025-09-16,Bengaluru,HSR Layout,morning run people keep saying rain issue but this pocket is functioning,normal,0.92,0,0.7,12:00,13:00
EVT001958,2025-11-28,Mumbai,Andheri,"evening shift only a light drizzle, nothing serious for deliveries right now",normal,0.92,0,0.96,06:00,07:00
EVT012925,2025-07-15,Chennai,Guindy,evening shift roads are moving fine and orders are normal around 12:00,normal,0.92,0,2.07,12:00,13:00
EVT011886,2025-10-03,Chennai,Chromepet,morning run alert looked scary earlier but this stretch is clear now at the moment heard rain in another chennai area but not here,normal,0.92,0,0.22,12:00,13:00
EVT015506,2025-08-18,Kolkata,Park Street,"Park Street in Kolkata feels like an oven air feels dry and harsh, riders are slowing down by 12 PM dark clouds are around but there is no useful cooling",heat_wave,0.75,1,0.0,12:00,13:00
EVT011147,2025-09-02,Mumbai,Ghatkopar,"mumbai ops update only a light drizzle, nothing serious for deliveries for this slot #chennai heard rain in another mumbai area but not here",normal,0.92,0,0.32,06:00,07:00
EVT005370,2025-12-13,Mumbai,Thane,mumbai ops update humid weather but service is running smoothly right now,normal,0.92,0,1.98,06:00,07:00
EVT010420,2025-10-16,Bengaluru,Whitefield,bengaluru ops update people keep saying rain issue but this pocket is functioning around 12:00,normal,0.92,0,1.87,12:00,13:00
EVT014930,2025-11-15,Mumbai,Powai,Powai is getting slammed the whole stretch looks washed out and two-wheelers are backing off in Powai this started like normal monsoon but escalated fast,extreme_rain,0.91,1,137.9,00:00,01:00
EVT006303,2025-12-25,Bengaluru,Rajajinagar,Rajajinagar side people keep saying rain issue but this pocket is functioning at the moment #riderlife,normal,0.92,0,2.09,12:00,13:00
EVT014638,2025-10-12,Mumbai,Powai,"field escalation water entering shops, this has turned severe very quickly in Powai this started like normal monsoon but escalated fast #chennai",heavy_rain,0.49,1,111.98,18:00,19:00
EVT008688,2025-08-18,Bengaluru,Electronic City,bengaluru ops update humid weather but service is running smoothly for this slot,normal,0.92,0,0.78,18:00,19:00
EVT013500,2025-12-20,Bengaluru,Indiranagar,"maybe not cyclone grade yet, bengaluru weather alert visibility is poor and bikes are slowing down please avoid low-lying lanes",heavy_rain,0.82,1,18.87,12:00,13:00
EVT003284,2025-12-08,Bengaluru,BTM Layout,BTM Layout side some dark clouds but no disruption so far at the moment minor slowdown only protest talk is floating around in Bengaluru but no hard road closure yet,normal,0.92,0,0.47,00:00,01:00
EVT005752,2025-11-30,Kolkata,Park Street,"Park Street side bandh rumours are false, shops are open",normal,0.92,0,0.67,18:00,19:00
EVT011442,2025-08-07,Chennai,Kelambakkam,Kelambakkam side heat is there but still manageable on bike around 0:00,normal,0.92,0,1.42,00:00,01:00
EVT012142,2025-11-22,Kolkata,Tollygunge,Tollygunge side people keep saying rain issue but this pocket is honestly functioning right now,normal,0.92,0,2.35,12:00,13:00
EVT003618,2025-09-29,Bengaluru,Indiranagar,"evening shift traffic is moderate, weather is okay right now",normal,0.92,0,1.08,18:00,19:00
EVT004090,2025-09-24,Mumbai,Chembur,mumbai ops update alert looked scary earlier but this stretch is clear now right now temperature is high though still workable,normal,0.92,0,2.0,00:00,01:00
EVT002857,2025-10-20,Kolkata,Dum Dum,kolkata ops update people keep saying rain issue but this pocket is functioning for this slot,normal,0.92,0,1.54,06:00,07:00
EVT006390,2025-07-16,Bengaluru,Yelahanka,humid weather but service is running smoothly around 18:00 #chennai saw water in another bengaluru lane but here it is still rideable,normal,0.92,0,2.37,18:00,19:00
EVT009268,2025-07-09,Bengaluru,BTM Layout,imd note people keep saying rain issue but this pocket is honestly functioning right now,normal,0.92,0,0.07,18:00,19:00
EVT009635,2025-07-22,Mumbai,Lower Parel,"imd note cloudy sky, no flooding reported in the area around 6:00",normal,0.92,0,1.57,06:00,07:00
EVT002228,2025-07-30,Chennai,Urapakkam,"imd note alert looked scary earlier but this stretch is clear now for this slot Chennai warning looked scary but this pocket is fine very hot, still not enough to disrupt the shift",normal,0.92,0,1.55,06:00,07:00
EVT001870,2025-12-06,Chennai,Perambur,morning run some dark clouds but no disruption so far,normal,0.92,0,1.73,06:00,07:00
EVT005803,2025-10-12,Bengaluru,Yelahanka,imd note humid weather but service is running smoothly,normal,0.92,0,0.03,12:00,13:00
EVT000103,2025-09-14,Mumbai,Bandra,"only a light drizzle, nothing serious for deliveries around 12:00 temperature is high though still workable protest talk is floating around in Mumbai but no hard road closure yet",normal,0.92,0,0.4,12:00,13:00
EVT008761,2025-12-17,Bengaluru,Whitefield,delivery status people keep saying rain issue but this pocket is functioning around 0:00 saw water in another bengaluru lane but here it is still rideable #chennai,normal,0.92,0,1.4,00:00,01:00
EVT012958,2025-08-11,Mumbai,Dadar,"only a light drizzle, nothing serious for deliveries around 0:00 saw water in another mumbai lane but here it is still rideable",normal,0.92,0,1.48,00:00,01:00
EVT004853,2025-08-15,Mumbai,Chembur,evening shift heat is there but still manageable on bike for this slot temperature is high though still workable,normal,0.92,0,2.1,12:00,13:00
EVT013425,2025-12-22,Kolkata,New Town,"maybe not cyclone grade yet, rider pudate not full disaster, but this has gone beyond a normal shower since 17 pm",heavy_rain,0.91,1,47.43,18:00,19:00
EVT001124,2025-10-30,Chennai,Kathankulathur,delivery status roads are moving fine and orders are normal right now protest talk is floating around in Chennai but no hard road closure yet,normal,0.92,0,0.55,06:00,07:00
EVT014900,2025-12-26,Mumbai,Andheri,"field escalation cyclonic rain, trees are down and delivery is near impossible in Andheri looks worse on ground than the alert text suggests",extreme_rain,0.89,1,145.68,12:00,13:00
EVT011538,2025-08-08,Kolkata,Sealdah,"evening shift cloudy sky, no flooding reported in the area right now",normal,0.92,0,0.42,18:00,19:00
EVT007440,2025-07-30,Chennai,Velachery,"cloudy sky, no flooding reported in the area around 0:00",normal,0.92,0,1.61,00:00,01:00
EVT009736,2025-12-06,Kolkata,Behala,"imd note bandh rumours are false, shops are open",normal,0.92,0,2.0,06:00,07:00
EVT009685,2025-07-04,Mumbai,Chembur,mumbai ops update people keep saying rain issue but this pocket is functioning for this slot,normal,0.92,0,2.36,18:00,19:00
EVT004004,2025-12-15,Mumbai,Lower Parel,delivery status heat is honestly there but still manageable on bike for this slot,normal,0.92,0,0.06,06:00,07:00
EVT011354,2025-11-20,Chennai,Kathankulathur,morning run alert looked scary earlier but this stretch is clear now protest talk is floating around in Chennai but no hard road closure yet,normal,0.92,0,1.09,06:00,07:00
EVT000512,2025-07-02,Mumbai,Vashi,morning run people keep saying rain issue but this pocket is functioning right now saw water in another mumbai lane but here it is still rideable,normal,0.92,0,2.01,00:00,01:00
EVT006348,2025-09-05,Mumbai,Vashi,"delivery status cloudy sky, no flooding reported in the area for this slot",normal,0.92,0,2.07,12:00,13:00
EVT012808,2025-07-07,Kolkata,Sealdah,delivery status some dark clouds but no disruption so far,normal,0.92,0,0.66,18:00,19:00
EVT002343,2025-08-01,Kolkata,Dum Dum,evening shift some dark clouds but no disruption so far right now,normal,0.92,0,1.49,06:00,07:00
EVT001715,2025-08-04,Mumbai,Andheri,"morning run only a light drizzle, nothing serious for deliveries for this slot",normal,0.92,0,0.54,18:00,19:00
EVT005240,2025-08-10,Bengaluru,BTM Layout,delivery status roads are moving fine and orders are normal around 0:00 minor slowdown only,normal,0.92,0,1.57,00:00,01:00
EVT012542,2025-12-09,Chennai,Guduvanchery,"morning run cloudy sky, no flooding reported in the area at the moment",normal,0.92,0,0.8,00:00,01:00
EVT011011,2025-11-19,Kolkata,Tollygunge,"Tollygunge side bandh rumours are false, shops are open",normal,0.92,0,2.12,12:00,13:00
EVT008290,2025-11-04,Bengaluru,Marathahalli,evening shift people keep saying rain issue but this pocket is functioning right now minor slowdown only #chennai,normal,0.92,0,0.0,12:00,13:00
EVT007279,2025-08-21,Mumbai,Powai,"cloudy sky, no flooding reported in the area for this slot saw water in another mumbai lane but here it is honestly still rideable",normal,0.92,0,2.29,00:00,01:00
EVT002586,2025-07-04,Chennai,Potheri,chennai ops update roads are moving fine and orders are normal at the moment,normal,0.92,0,1.61,12:00,13:00
EVT010051,2025-10-15,Bengaluru,Jayanagar,"morning run only a light drizzle, nothing serious for deliveries #riderlife Bengaluru warning looked scary but this pocket is fine",normal,0.92,0,0.5,06:00,07:00
EVT011542,2025-08-16,Mumbai,Thane,"Thane side traffic is moderate, weather is okay right now",normal,0.92,0,1.47,12:00,13:00
EVT010044,2025-08-24,Mumbai,Thane,Thane side alert looked scary earlier but this stretch is clear now for this slot,normal,0.92,0,1.09,00:00,01:00
EVT014183,2025-08-30,Kolkata,Howrah,"waterlogging in Howrah not full disaster, but this has gone beyond a normal shower orders are moving slower than usual #riderlife",heavy_rain,0.85,1,22.02,18:00,19:00
EVT008414,2025-09-27,Bengaluru,Indiranagar,morning run people keep saying rain issue but this pocket is honestly honestly functioning right now temperature is high though still workable,normal,0.92,0,2.02,12:00,13:00
EVT011774,2025-07-05,Mumbai,Ghatkopar,"bandh rumours are false, shops are open for this slot temperature is high though still workable",normal,0.92,0,1.72,06:00,07:00
EVT006093,2025-12-19,Mumbai,Bandra,mumbai ops update humid weather but service is running smoothly for this slot,normal,0.92,0,1.41,18:00,19:00
EVT001612,2025-09-07,Bengaluru,Jayanagar,bengaluru ops update some dark clouds but no disruption so far around 18:00,normal,0.92,0,1.97,18:00,19:00
EVT000388,2025-12-05,Chennai,Kelambakkam,delivery status heat is honestly there but still manageable on bike Chennai warning looked scary but this pocket is fine,normal,0.92,0,1.32,12:00,13:00
EVT014083,2025-12-18,Bengaluru,Whitefield,"steady downpour, hard to complete orders orders are moving slower than usual #chennai",heavy_rain,0.86,1,43.88,06:00,07:00
EVT009489,2025-09-12,Bengaluru,Yelahanka,bengaluru ops update humid weather but service is running smoothly right now,normal,0.92,0,0.34,18:00,19:00
EVT008785,2025-09-19,Kolkata,Esplanade,kolkata ops update humid weather but service is running smoothly around 18:00 Kolkata warning looked scary but this pocket is fine,normal,0.92,0,0.46,18:00,19:00
EVT002151,2025-12-16,Chennai,Siruseri,chennai ops update humid weather but service is running smoothly,normal,0.92,0,0.02,18:00,19:00
EVT001912,2025-10-20,Mumbai,Chembur,"imd note traffic is moderate, weather is okay",normal,0.92,0,2.33,00:00,01:00
EVT009536,2025-11-01,Mumbai,Powai,morning run heat is there but still manageable on bike at the moment minor slowdown only #delivery,normal,0.92,0,2.26,18:00,19:00
EVT007657,2025-10-23,Mumbai,Powai,"delivery status alert looked scary earlier but this stretch is honestly clear now right now very hot, still not enough to disrupt the shift",normal,0.92,0,1.74,00:00,01:00
EVT008458,2025-08-14,Kolkata,Howrah,"people keep saying rain issue but this pocket is functioning around 0:00 Kolkata warning looked scary but this pocket is fine warning exists, ground reality here is mostly okay",normal,0.92,0,1.19,00:00,01:00
EVT012413,2025-09-11,Chennai,Porur,"evening shift bandh rumours are false, shops are open right now #riderlife",normal,0.92,0,0.76,18:00,19:00
EVT014230,2025-07-29,Bengaluru,Marathahalli,"waterlogging in Marathahalli not full disaster, but this has gone beyond a normal shower please avoid low-lying lanes #delivery",heavy_rain,0.95,1,44.6,00:00,01:00
EVT003030,2025-12-14,Kolkata,Garia,alert looked scary earlier but this stretch is clear now at the moment temperature is high though still workable,normal,0.92,0,1.05,06:00,07:00
EVT004232,2025-12-19,Mumbai,Thane,"evening shift cloudy sky, no flooding reported in the area temperature is high though still workable",normal,0.92,0,1.94,12:00,13:00
EVT004140,2025-09-23,Kolkata,New Town,evening shift alert looked scary earlier but this stretch is clear now right now protest talk is floating around in Kolkata but no hard road closure yet,normal,0.92,0,0.78,00:00,01:00
EVT008263,2025-10-07,Kolkata,Salt Lake,evening sihft humid weather but service is honestly running smoothly right now heard rain in another kolkata area but not here,normal,0.92,0,0.56,06:00,07:00
EVT007511,2025-11-19,Bengaluru,Marathahalli,"bengaluru ops update only a light drizzle, nothing serious for deliveries right now protest talk is floating around in Bengaluru but no hard road closure yet",normal,0.92,0,1.32,06:00,07:00
